playerID,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,class
niekrjo01,1967,1988,152,1,72,500,3466,1262,1747,2,0
niekrph01,1964,1987,260,7,109,716,5044,1809,3342,7,1
nixonot01,1983,1999,1379,11,318,NULL,NULL,NULL,NULL,NULL,0
nolanga01,1967,1977,73,1,32,247,1505,413,1039,1,0
nomohi01,1995,2008,65,4,26,318,1768,908,1918,1,0
northji01,1964,1975,1254,153,610,NULL,NULL,NULL,NULL,NULL,0
northro01,1942,1957,874,108,513,NULL,NULL,NULL,NULL,NULL,0
odoulle01,1919,1934,1140,113,542,1,104,49,19,4,0
oeschjo01,1914,1925,99,0,41,197,1936,651,535,NULL,0
ofarrbo01,1915,1935,1120,51,549,NULL,NULL,NULL,NULL,4,0
oglivbe01,1971,1986,1615,235,901,NULL,NULL,NULL,NULL,2,0
olearch01,1904,1934,731,3,213,NULL,NULL,NULL,NULL,NULL,0
olerujo01,1989,2005,2239,255,1230,NULL,NULL,NULL,NULL,4,0
olivato01,1962,1976,1917,220,947,NULL,NULL,NULL,NULL,9,0
oliveal01,1968,1985,2743,219,1326,NULL,NULL,NULL,NULL,5,0
oneilpa01,1985,2001,2105,281,1269,0,2,4,2,NULL,0
oneilst01,1911,1928,1259,13,537,NULL,NULL,NULL,NULL,9,0
ordonma01,1997,2011,2156,294,1236,NULL,NULL,NULL,NULL,6,0
oroscje01,1979,2003,10,0,4,4,1055,581,1179,NULL,0
orourji01,1872,1904,2643,62,1203,0,17,2,4,NULL,1
osteecl01,1957,1975,207,8,76,488,3471,940,1612,NULL,0
otisam01,1967,1984,2020,193,1007,NULL,NULL,NULL,NULL,4,0
ottme01,1926,1947,2876,511,1860,NULL,NULL,NULL,NULL,11,1
paborch01,1871,1875,204,0,81,4,81,10,0,NULL,0
pafkoan01,1943,1959,1796,213,976,NULL,NULL,NULL,NULL,5,0
paganjo01,1959,1973,922,52,372,NULL,NULL,NULL,NULL,NULL,0
paigesa01,1948,1965,12,0,4,26,429,180,288,NULL,1
palmeji01,1965,1984,85,3,41,521,3349,1311,2212,15,1
palmera01,1986,2005,3020,569,1835,NULL,NULL,NULL,NULL,8,0
pappami01,1957,1973,132,20,67,465,3046,858,1728,NULL,0
parkeda01,1973,1991,2712,339,1493,NULL,NULL,NULL,NULL,15,0
parrila01,1974,1988,1789,256,992,NULL,NULL,NULL,NULL,NULL,0
parrila02,1977,1995,1782,324,1070,NULL,NULL,NULL,NULL,11,0
pascuca02,1954,1971,198,5,81,404,2703,1069,2167,NULL,0
paskedo01,1907,1921,1613,42,577,NULL,NULL,NULL,NULL,1,0
pearsmo01,1932,1941,117,2,62,191,1392,740,703,NULL,0
peckiro01,1910,1927,1876,48,740,NULL,NULL,NULL,NULL,4,0
peitzhe01,1892,1913,1117,16,560,1,22,7,3,NULL,0
penato01,1980,1997,1687,107,708,NULL,NULL,NULL,NULL,5,0
pendlte01,1984,1998,1897,140,946,NULL,NULL,NULL,NULL,5,0
pennohe01,1912,1934,232,4,103,420,3900,916,1227,5,1
pepitjo01,1962,1973,1315,219,721,NULL,NULL,NULL,NULL,4,0
percitr01,1995,2009,0,0,0,1,479,306,781,NULL,0
perduhu01,1911,1915,42,0,10,122,1037,199,317,NULL,0
perezto01,1964,1986,2732,379,1652,NULL,NULL,NULL,NULL,4,1
perkicy01,1915,1934,933,30,409,NULL,NULL,NULL,NULL,1,0
perraro01,1961,1973,16,0,3,1,1097,468,687,2,0
perryga01,1962,1983,141,6,47,690,4938,1379,3534,4,1
perryji01,1959,1975,177,5,59,447,3127,998,1576,2,0
peskyjo01,1942,1954,1455,17,404,NULL,NULL,NULL,NULL,2,0
petrori01,1963,1976,1352,210,773,NULL,NULL,NULL,NULL,1,0
phillde01,1899,1911,185,3,90,288,2518,363,929,NULL,0
phillto02,1982,1999,2023,160,819,NULL,NULL,NULL,NULL,NULL,0
piazzmi01,1992,2007,2127,427,1335,NULL,NULL,NULL,NULL,22,1
piercbi02,1945,1964,203,0,69,432,2989,1178,1999,4,0
pikeli01,1871,1887,637,20,332,NULL,NULL,NULL,NULL,NULL,0
pinielo01,1964,1984,1705,102,766,NULL,NULL,NULL,NULL,1,0
pinsova01,1958,1975,2757,256,1170,NULL,NULL,NULL,NULL,1,0
pippwa01,1913,1928,1941,90,998,NULL,NULL,NULL,NULL,1,0
pizarju01,1957,1974,133,8,66,245,1807,888,1522,NULL,0
planked01,1901,1917,331,3,122,529,3958,1072,2246,4,1
plesada01,1986,2003,1,0,0,14,977,402,1041,NULL,0
podrejo01,1953,1969,145,2,50,340,2239,743,1435,2,0
portebo01,1948,1959,95,6,43,193,1571,552,572,2,0
porteda02,1971,1987,1369,188,826,NULL,NULL,NULL,NULL,3,0
posadjo01,1995,2011,1664,275,1065,NULL,NULL,NULL,NULL,10,0
powelbo01,1961,1977,1776,339,1187,NULL,NULL,NULL,NULL,5,0
powervi01,1954,1965,1716,126,658,NULL,NULL,NULL,NULL,7,0
pruethu01,1922,1932,36,0,12,69,816,396,357,NULL,0
puckeki01,1984,1995,2304,207,1085,NULL,NULL,NULL,NULL,22,1
puhlte01,1977,1991,1361,62,435,NULL,NULL,NULL,NULL,NULL,0
quinnja01,1909,1933,248,8,113,444,4238,860,1329,NULL,0
quiseda01,1979,1990,1,0,1,0,1064,162,379,10,0
radboch01,1880,1891,585,9,259,503,4335,875,1830,1,1
raderdo02,1967,1977,1302,155,722,NULL,NULL,NULL,NULL,5,0
radkebr01,1995,2006,3,0,0,377,2643,445,1467,NULL,0
raineti01,1979,2002,2605,170,980,NULL,NULL,NULL,NULL,4,1
ramirma02,1993,2011,2574,555,1831,NULL,NULL,NULL,NULL,19,0
ramospe01,1955,1970,109,15,56,268,2364,724,1305,NULL,0
randowi01,1975,1992,2210,54,687,NULL,NULL,NULL,NULL,4,0
raschvi01,1946,1955,112,1,50,255,1666,727,944,6,0
rayji01,1965,1974,16,0,6,20,541,271,407,NULL,0
rayjo01,1981,1990,1502,53,594,NULL,NULL,NULL,NULL,2,0
raymobu01,1904,1911,42,0,14,96,724,282,401,NULL,0
reardje01,1979,1994,5,0,2,0,1000,358,877,3,0
reesepe01,1940,1958,2170,126,885,NULL,NULL,NULL,NULL,5,1
reeseri01,1964,1973,512,52,245,NULL,NULL,NULL,NULL,NULL,0
reichri01,1964,1974,864,116,445,NULL,NULL,NULL,NULL,NULL,0
reisepe01,1940,1952,786,58,368,NULL,NULL,NULL,NULL,3,0
remseja01,1872,1884,574,8,199,NULL,NULL,NULL,NULL,NULL,0
remyje01,1975,1984,1226,7,329,NULL,NULL,NULL,NULL,NULL,0
renteed01,1996,2011,2327,140,923,NULL,NULL,NULL,NULL,10,0
reuscri01,1972,1991,187,4,79,529,3588,935,2015,4,0
reussje01,1969,1990,171,1,58,547,3734,1127,1907,NULL,0
reynoal01,1942,1954,140,1,79,309,2193,1261,1423,3,0
reynosh01,1992,2004,77,5,43,278,1935,419,1403,NULL,0
rhodear01,1991,2011,1,0,0,61,1033,516,1152,NULL,0
rhoderi01,1974,1989,181,9,75,380,2606,801,1419,3,0
ricede01,1945,1961,908,79,441,NULL,NULL,NULL,NULL,NULL,0
riceji01,1974,1989,2452,382,1451,NULL,NULL,NULL,NULL,10,1
ricesa01,1915,1934,2987,34,1078,3,31,19,12,1,1
richabo01,1955,1966,1432,34,390,NULL,NULL,NULL,NULL,13,0
richaha01,1879,1892,1688,70,822,0,16,13,6,NULL,0
richajr01,1971,1980,93,10,50,221,1227,770,1493,NULL,0
richepe01,1962,1974,43,1,15,122,959,424,925,NULL,0
richmle01,1879,1886,262,3,113,179,1763,269,552,NULL,0
righeda01,1979,1995,2,0,1,89,1287,591,1112,5,0
rijojo01,1984,2002,85,2,29,269,1710,663,1606,2,0
ringji01,1917,1928,120,4,57,294,2545,953,835,NULL,0
ripkeca01,1981,2001,3184,431,1695,NULL,NULL,NULL,NULL,29,1
ritchcl01,1897,1909,1618,18,673,NULL,NULL,NULL,NULL,NULL,0
rivermi01,1970,1984,1660,61,499,NULL,NULL,NULL,NULL,1,0
rixeyep01,1912,1933,291,3,111,552,4633,1082,1350,4,1
rizzuph01,1941,1956,1588,38,563,NULL,NULL,NULL,NULL,10,1
roberda01,1912,1922,812,47,364,NULL,NULL,NULL,NULL,1,0
roberro01,1948,1966,255,5,103,609,4582,902,2357,8,1
robinbi02,1966,1983,1127,166,641,NULL,NULL,NULL,NULL,NULL,0
robinbr01,1955,1977,2848,268,1357,NULL,NULL,NULL,NULL,32,1
robinfr02,1956,1976,2943,586,1812,NULL,NULL,NULL,NULL,15,1
robinja02,1947,1956,1518,137,734,NULL,NULL,NULL,NULL,10,1
robinwi01,1886,1902,1388,18,722,NULL,NULL,NULL,NULL,NULL,0
rodriiv01,1991,2011,2844,311,1332,NULL,NULL,NULL,NULL,29,1
roepr01,1938,1954,68,1,28,261,1907,504,956,2,0
roganbu99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
rogerke01,1989,2008,9,0,4,474,3457,1175,1968,5,0
rogerst01,1973,1985,122,0,39,393,2619,876,1621,1,0
rojasco01,1962,1977,1660,54,593,0,1,0,0,1,0
rolfere01,1931,1942,1394,69,497,NULL,NULL,NULL,NULL,7,0
rommeed01,1920,1932,164,1,59,249,2729,724,599,3,0
rootch01,1923,1941,196,11,93,341,3252,889,1459,3,0
rosepe01,1963,1986,4256,160,1314,NULL,NULL,NULL,NULL,16,0
roushed01,1913,1931,2376,68,981,NULL,NULL,NULL,NULL,14,1
rowesc01,1933,1949,239,18,153,278,2332,558,913,3,0
ruckena01,1907,1916,157,1,44,272,2089,701,1217,7,0
rudijo01,1967,1982,1468,179,810,NULL,NULL,NULL,NULL,6,0
rudoldi01,1910,1927,131,2,56,241,1971,402,786,NULL,0
ruelmu01,1915,1934,1242,4,534,NULL,NULL,NULL,NULL,4,0
rueteki01,1993,2005,95,0,40,336,2092,582,818,NULL,0
ruffire01,1924,1947,521,36,273,536,4284,1541,1987,8,1
rusieam01,1889,1901,428,8,176,427,3384,1704,1934,1,1
russebi01,1969,1986,1926,46,627,NULL,NULL,NULL,NULL,1,0
russeje01,1983,1996,11,1,10,79,1065,415,693,2,0
ruthba01,1914,1935,2873,714,2217,148,974,441,488,33,1
ryanmi02,1964,1974,370,28,161,NULL,NULL,NULL,NULL,NULL,0
ryanno01,1966,1993,94,2,36,773,3923,2795,5714,2,1
saberbr01,1984,2001,23,0,1,371,2452,471,1715,9,0
sadecra01,1960,1977,151,5,56,328,2456,922,1614,NULL,0
sainjo01,1942,1955,190,3,101,245,2145,619,910,5,0
salmoti01,1992,2006,1674,299,1016,NULL,NULL,NULL,NULL,5,0
samueju01,1983,1998,1578,161,703,NULL,NULL,NULL,NULL,2,0
sanchfr01,2002,2011,1012,48,371,NULL,NULL,NULL,NULL,NULL,0
sandbry01,1981,1997,2386,282,1061,NULL,NULL,NULL,NULL,25,1
sandere02,1991,2007,1666,305,983,NULL,NULL,NULL,NULL,1,0
sandesc02,1993,1999,25,0,8,88,674,276,632,NULL,0
sanguma01,1967,1980,1500,65,585,NULL,NULL,NULL,NULL,1,0
santibe01,1986,2005,1830,217,920,NULL,NULL,NULL,NULL,12,0
santolo99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
santoro01,1960,1974,2254,342,1331,NULL,NULL,NULL,NULL,11,1
sauerha01,1941,1959,1278,288,876,NULL,NULL,NULL,NULL,3,0
saxst01,1981,1994,1949,54,550,NULL,NULL,NULL,NULL,3,0
schaapa01,1964,1974,869,57,323,NULL,NULL,NULL,NULL,NULL,0
schacal01,1919,1921,10,0,4,18,254,61,38,NULL,0
schaege01,1901,1918,972,9,308,0,3,0,0,NULL,0
schalra01,1912,1929,1345,11,594,NULL,NULL,NULL,NULL,5,1
schanwa01,1913,1931,1506,59,710,NULL,NULL,NULL,NULL,3,0
schilcu01,1988,2007,117,0,29,436,2998,711,3116,11,0
schmija01,1995,2009,63,7,21,314,1846,792,1758,2,0
schmimi01,1972,1989,2234,548,1595,NULL,NULL,NULL,NULL,33,1
schoere01,1945,1963,2449,84,773,NULL,NULL,NULL,NULL,2,1
schreos01,1897,1908,829,9,338,NULL,NULL,NULL,NULL,NULL,0
schulfr01,1904,1918,1766,92,792,NULL,NULL,NULL,NULL,4,0
schumha02,1931,1946,181,15,102,329,2424,902,906,1,0
scottev01,1914,1926,1455,20,551,NULL,NULL,NULL,NULL,2,0
scottge02,1966,1979,1992,271,1051,NULL,NULL,NULL,NULL,8,0
scottja01,1916,1929,187,5,73,195,1969,493,657,NULL,0
scottmi03,1979,1991,81,2,45,319,1858,627,1469,5,0
scottto01,1973,1984,699,17,253,NULL,NULL,NULL,NULL,NULL,0
seaveto01,1967,1986,202,12,86,647,3971,1390,3640,10,1
seguida01,1990,2004,1412,139,684,NULL,NULL,NULL,NULL,NULL,0
seguidi01,1962,1977,58,4,24,171,1656,786,1298,NULL,0
seleaa01,1993,2007,9,0,1,352,2413,798,1407,NULL,0
selkige01,1934,1942,810,108,576,NULL,NULL,NULL,NULL,NULL,0
selmadi01,1965,1974,35,0,7,76,734,381,681,NULL,0
severha01,1911,1926,1245,17,539,NULL,NULL,NULL,NULL,NULL,0
seweljo01,1920,1933,2226,49,1055,NULL,NULL,NULL,NULL,8,1
sewellu01,1921,1942,1393,20,696,NULL,NULL,NULL,NULL,NULL,0
sewelri01,1932,1949,152,6,59,243,2101,748,636,3,0
sexsori01,1997,2008,1286,306,943,NULL,NULL,NULL,NULL,NULL,0
seymocy01,1896,1913,1723,52,799,123,951,655,584,NULL,0
shantbo01,1949,1964,107,1,46,171,1795,643,1072,11,0
sheckji01,1897,1913,2084,56,813,NULL,NULL,NULL,NULL,NULL,0
sheffga01,1988,2009,2689,509,1676,NULL,NULL,NULL,NULL,9,0
sherdbi01,1918,1932,214,9,86,272,3018,661,839,1,0
shockur01,1916,1928,167,1,70,317,2709,657,983,4,0
shortch02,1959,1973,88,0,24,308,2215,806,1629,NULL,0
siebeso01,1964,1975,114,12,57,307,1919,692,1512,NULL,0
sierrru01,1986,2006,2152,306,1322,NULL,NULL,NULL,NULL,3,0
sievero01,1949,1965,1703,318,1147,NULL,NULL,NULL,NULL,1,0
simmoal01,1924,1944,2927,307,1827,NULL,NULL,NULL,NULL,23,1
simmocu01,1947,1967,194,1,76,462,3313,1063,1697,NULL,0
simmote01,1968,1988,2472,248,1389,NULL,NULL,NULL,NULL,4,0
simsdu01,1964,1974,580,100,310,NULL,NULL,NULL,NULL,NULL,0
singebi01,1964,1977,45,0,13,308,1952,781,1515,NULL,0
singlke01,1970,1984,2029,246,1065,NULL,NULL,NULL,NULL,2,0
sislege01,1915,1930,2812,102,1175,12,91,52,63,16,1
sistisi01,1939,1954,732,27,260,NULL,NULL,NULL,NULL,NULL,0
slaugen01,1938,1959,2383,169,1304,NULL,NULL,NULL,NULL,12,1
smallro01,1948,1958,601,61,305,NULL,NULL,NULL,NULL,NULL,0
smithea02,1919,1930,686,46,355,NULL,NULL,NULL,NULL,3,0
smithhi99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
smithle02,1980,1997,3,1,2,6,1133,486,1251,7,0
smithlo01,1978,1994,1488,98,533,NULL,NULL,NULL,NULL,1,0
smithoz01,1978,1996,2460,28,793,NULL,NULL,NULL,NULL,23,1
smithre06,1966,1982,2020,314,1092,NULL,NULL,NULL,NULL,2,0
smithsh01,1911,1927,165,6,60,224,2234,440,428,NULL,0
smoltjo01,1988,2009,151,5,61,481,3074,1010,3084,10,1
snidedu01,1947,1964,2116,407,1333,NULL,NULL,NULL,NULL,6,1
snowjt01,1992,2008,1509,189,877,NULL,NULL,NULL,NULL,6,0
sosasa01,1989,2007,2408,609,1667,NULL,NULL,NULL,NULL,16,0
sotoma01,1977,1988,70,1,24,224,1395,657,1449,NULL,0
southbi01,1913,1929,1296,52,561,NULL,NULL,NULL,NULL,NULL,0
spahnwa01,1942,1965,363,35,189,665,4830,1434,2583,16,1
spaldal01,1871,1878,613,2,327,327,3271,156,142,NULL,0
sparktu01,1897,1910,91,0,41,269,2231,629,778,NULL,0
speaktr01,1907,1928,3514,117,1529,0,2,0,0,27,1
speiech01,1971,1989,1759,112,720,NULL,NULL,NULL,NULL,1,0
spencji01,1968,1982,1227,146,599,NULL,NULL,NULL,NULL,2,0
splitpa01,1970,1984,22,0,4,392,2644,780,1057,NULL,0
stahlja01,1903,1913,894,31,437,NULL,NULL,NULL,NULL,NULL,0
stahlla01,1964,1973,400,36,163,NULL,NULL,NULL,NULL,NULL,0
stairma01,1992,2011,1366,265,899,NULL,NULL,NULL,NULL,NULL,0
stanked01,1943,1953,1154,29,364,NULL,NULL,NULL,NULL,2,0
stanlmi01,1964,1978,1243,117,500,NULL,NULL,NULL,NULL,4,0
stantmi01,1975,1985,1,0,0,3,398,182,304,NULL,0
stargwi01,1962,1982,2232,475,1540,NULL,NULL,NULL,NULL,12,1
staubru01,1963,1985,2716,292,1466,NULL,NULL,NULL,NULL,1,0
stearjo01,1974,1984,696,46,312,NULL,NULL,NULL,NULL,NULL,0
steartu99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
steinha01,1898,1911,1576,27,762,NULL,NULL,NULL,NULL,NULL,0
steinte01,1986,1999,1453,162,745,NULL,NULL,NULL,NULL,1,0
stengca01,1912,1925,1219,60,535,NULL,NULL,NULL,NULL,NULL,0
stephjo03,2002,2002,0,0,0,11,68,22,56,NULL,0
stephri01,1921,1934,1515,63,773,NULL,NULL,NULL,NULL,NULL,0
stewada01,1978,1995,10,0,4,348,2499,1034,1741,6,0
stewaji01,1963,1973,336,8,112,NULL,NULL,NULL,NULL,NULL,0
stiebda01,1979,1998,0,0,0,412,2572,1034,1669,2,0
stonest01,1971,1981,22,0,7,269,1707,716,1065,3,0
stottme01,1964,1974,120,7,57,356,2435,809,1257,1,0
stottto01,1988,2002,50,1,11,339,2200,816,1587,2,0
stoveha01,1880,1893,1771,122,908,0,15,3,7,NULL,0
strawda01,1983,1999,1401,335,1000,NULL,NULL,NULL,NULL,5,0
streega01,1904,1931,312,2,105,NULL,NULL,NULL,NULL,1,0
suhrgu01,1930,1940,1446,84,818,NULL,NULL,NULL,NULL,1,0
sukefcl01,1926,1945,326,2,96,NULL,NULL,NULL,NULL,NULL,0
sullibi03,1899,1916,777,21,378,NULL,NULL,NULL,NULL,2,0
summech01,1974,1984,350,54,218,NULL,NULL,NULL,NULL,NULL,0
sundbji01,1974,1989,1493,95,624,NULL,NULL,NULL,NULL,8,0
surhobj01,1987,2005,2326,188,1153,NULL,NULL,NULL,NULL,NULL,0
sutclri01,1976,1994,102,4,55,392,2662,1081,1679,8,0
suttebr01,1976,1988,9,0,6,0,879,309,861,10,1
suttlmu99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
suttodo01,1966,1988,195,0,64,756,4692,1343,3574,3,1
sweenbi02,1907,1914,1004,11,389,NULL,NULL,NULL,NULL,NULL,0
sweenmi01,1995,2010,1540,215,909,NULL,NULL,NULL,NULL,1,0
tananfr01,1973,1993,9,0,5,616,4063,1255,2773,2,0
tanneje01,1894,1911,361,5,141,319,2787,477,940,NULL,0
tartada01,1984,1997,1366,262,925,NULL,NULL,NULL,NULL,NULL,0
taylobe99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
tayloto02,1958,1976,2007,75,598,NULL,NULL,NULL,NULL,NULL,0
tebbebi01,1936,1952,1000,38,469,NULL,NULL,NULL,NULL,3,0
tekulke01,1974,1989,10,0,2,0,1305,491,779,NULL,0
templga01,1976,1991,2096,70,728,NULL,NULL,NULL,NULL,5,0
tenacge01,1969,1983,1060,201,674,NULL,NULL,NULL,NULL,2,0
tennefr01,1884,1884,30,0,0,5,37,9,28,NULL,0
tennefr02,1894,1911,2231,22,688,0,5,1,0,1,0
terrybi01,1923,1936,2193,154,1078,NULL,NULL,NULL,NULL,12,1
tettlmi01,1984,1997,1132,245,732,NULL,NULL,NULL,NULL,6,0
tewksbo01,1986,1998,50,0,19,277,2043,292,812,NULL,0
theveto01,1924,1938,1030,2,456,NULL,NULL,NULL,NULL,NULL,0
thomafr04,1990,2008,2468,521,1704,NULL,NULL,NULL,NULL,10,1
thomago01,1973,1986,1051,268,782,NULL,NULL,NULL,NULL,1,0
thomair01,1906,1915,327,3,155,NULL,NULL,NULL,NULL,3,0
thompro01,1986,1996,1187,119,458,NULL,NULL,NULL,NULL,3,0
thompsa01,1885,1906,1979,127,1299,NULL,NULL,NULL,NULL,NULL,1
thomsbo01,1946,1960,1705,264,1026,NULL,NULL,NULL,NULL,NULL,0
thornan01,1973,1987,1342,253,895,NULL,NULL,NULL,NULL,3,0
tiantlu01,1964,1982,84,5,44,484,3075,1104,2416,1,0
tidrodi01,1972,1984,9,0,7,138,1705,579,975,NULL,0
timlimi01,1991,2008,0,0,0,4,1168,377,872,1,0
tinkejo01,1902,1916,1687,31,782,NULL,NULL,NULL,NULL,NULL,1
tobinji01,1937,1945,183,17,102,227,1929,557,498,NULL,0
tolanbo01,1965,1979,1121,86,497,NULL,NULL,NULL,NULL,2,0
toneyfr01,1911,1923,118,3,47,271,2037,583,718,NULL,0
torboje01,1964,1973,297,8,101,NULL,NULL,NULL,NULL,NULL,0
torgeea01,1947,1961,1318,149,740,NULL,NULL,NULL,NULL,NULL,0
torrejo01,1960,1977,2342,252,1185,NULL,NULL,NULL,NULL,9,0
torremi01,1967,1984,64,0,15,458,3043,1371,1404,NULL,0
torricr99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
tovarce01,1965,1976,1546,46,435,1,0,1,1,NULL,0
trammal01,1977,1996,2365,185,1003,NULL,NULL,NULL,NULL,11,0
traynpi01,1920,1937,2416,58,1273,NULL,NULL,NULL,NULL,26,1
trillma01,1973,1989,1562,61,571,NULL,NULL,NULL,NULL,9,0
troutdi01,1939,1957,205,20,110,322,2641,1046,1256,3,0
truckvi01,1941,1958,171,2,70,328,2416,1088,1534,NULL,0
tudorjo01,1979,1990,59,0,18,263,1677,475,988,1,0
turneji01,1937,1945,87,1,22,119,1123,283,329,2,0
turnete01,1901,1919,1499,8,528,NULL,NULL,NULL,NULL,NULL,0
uhlege01,1919,1936,393,9,187,368,3417,966,1135,5,0
unserde01,1968,1982,1344,87,481,NULL,NULL,NULL,NULL,NULL,0
valenel01,1975,1985,881,123,474,NULL,NULL,NULL,NULL,1,0
valenfe01,1980,1997,187,10,84,424,2718,1151,2074,9,0
valoel01,1940,1961,1420,58,601,NULL,NULL,NULL,NULL,NULL,0
vanceda01,1915,1935,146,7,75,347,2809,840,2045,11,1
vandejo01,1937,1951,104,1,26,285,1799,1132,1294,6,0
vanhage01,1887,1903,2532,69,1014,68,809,244,281,NULL,0
vanslan01,1983,1995,1562,164,792,NULL,NULL,NULL,NULL,10,0
varitja01,1997,2011,1307,193,757,NULL,NULL,NULL,NULL,3,0
vaughar01,1932,1948,2103,96,926,NULL,NULL,NULL,NULL,14,1
vaughgr01,1989,2003,1475,355,1072,NULL,NULL,NULL,NULL,2,0
vaughmo01,1991,2003,1620,328,1064,NULL,NULL,NULL,NULL,3,0
veachbo01,1912,1925,2063,64,1166,0,2,2,0,NULL,0
vealebo01,1962,1974,72,0,18,255,1684,858,1703,NULL,0
venturo01,1989,2004,1885,294,1182,0,1,0,0,6,0
vernomi01,1939,1960,2495,172,1311,NULL,NULL,NULL,NULL,2,0
violafr01,1982,1996,26,0,6,420,2827,864,1844,6,0
virdobi01,1955,1968,1596,91,502,NULL,NULL,NULL,NULL,2,0
vuckope01,1975,1986,33,0,13,186,1454,545,882,1,0
wadderu01,1897,1910,172,4,83,340,2460,803,2316,2,1
wagnebi02,1995,2010,2,0,1,0,601,300,1196,1,0
wagneho01,1897,1917,3415,101,1732,0,7,6,6,12,1
wakefti01,1992,2011,13,1,4,463,3152,1205,2156,1,0
walberu01,1923,1937,162,4,84,307,2795,1031,1085,1,0
walkedi02,1931,1949,2064,105,1023,NULL,NULL,NULL,NULL,3,0
walkeha01,1940,1955,786,10,214,NULL,NULL,NULL,NULL,NULL,0
walkela01,1989,2005,2160,383,1311,NULL,NULL,NULL,NULL,14,0
walketo04,1996,2007,1316,107,545,NULL,NULL,NULL,NULL,NULL,0
wallabo01,1894,1918,2309,34,1121,48,469,156,120,2,1
wallati01,1980,1996,2085,260,1125,0,3,0,0,7,0
walshed01,1904,1917,210,3,68,315,2346,617,1736,8,1
waltebu01,1931,1950,477,23,234,398,2990,1121,1107,11,0
wambsbi01,1914,1926,1359,7,520,NULL,NULL,NULL,NULL,NULL,0
wanerll01,1927,1945,2459,27,598,NULL,NULL,NULL,NULL,4,1
wanerpa01,1926,1945,3152,113,1309,NULL,NULL,NULL,NULL,14,1
wardjo01,1878,1894,2104,26,867,261,2317,253,920,NULL,1
warnelo01,1930,1945,215,4,97,343,2726,739,1140,9,0
washicl01,1974,1990,1884,164,824,NULL,NULL,NULL,NULL,NULL,0
wathajo01,1976,1985,656,21,261,NULL,NULL,NULL,NULL,NULL,0
watsobo01,1966,1984,1826,184,989,NULL,NULL,NULL,NULL,NULL,0
weisswa01,1987,2000,1207,25,386,NULL,NULL,NULL,NULL,1,0
welchbo01,1978,1994,88,2,30,462,2894,1034,1969,3,0
welchmi01,1880,1892,492,12,202,549,4587,1297,1850,NULL,1
wellsda01,1987,2007,23,0,5,489,3635,719,2201,3,0
wellswi99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
werbebi01,1930,1942,1363,78,539,NULL,NULL,NULL,NULL,2,0
wertzvi01,1947,1963,1692,266,1178,NULL,NULL,NULL,NULL,3,0
westrwe01,1947,1957,503,96,315,NULL,NULL,NULL,NULL,NULL,0
westsa01,1927,1942,1838,75,838,NULL,NULL,NULL,NULL,2,0
wettejo01,1989,2000,7,1,8,17,616,252,804,3,0
wheatza01,1909,1927,2884,132,1248,NULL,NULL,NULL,NULL,11,1
whitalo01,1977,1995,2369,244,1084,NULL,NULL,NULL,NULL,10,0
whitebu01,1933,1946,883,17,245,NULL,NULL,NULL,NULL,NULL,0
whitede01,1871,1890,2066,23,977,0,19,2,3,NULL,1
whitede03,1985,2001,1934,208,846,NULL,NULL,NULL,NULL,7,0
whiteea01,1923,1939,264,4,98,473,3917,1431,1350,2,0
whitefr01,1973,1990,2006,160,886,NULL,NULL,NULL,NULL,11,0
whiteha01,1941,1954,37,0,7,67,875,450,349,NULL,0
whitero01,1965,1979,1803,160,758,NULL,NULL,NULL,NULL,NULL,0
whitero02,1993,2007,1519,198,768,NULL,NULL,NULL,NULL,NULL,0
whitewi01,1877,1886,271,1,111,401,3440,496,1041,NULL,0
wilheho01,1952,1972,38,1,21,52,1757,778,1610,NULL,1
willibe02,1991,2006,2336,287,1257,NULL,NULL,NULL,NULL,8,0
willibi01,1959,1976,2711,426,1475,NULL,NULL,NULL,NULL,7,1
willicy01,1912,1930,1981,251,1005,NULL,NULL,NULL,NULL,3,0
willijo99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
willike01,1915,1929,1552,196,913,NULL,NULL,NULL,NULL,NULL,0
willima04,1987,2003,1878,378,1218,NULL,NULL,NULL,NULL,12,0
willimi02,1986,1997,3,1,4,3,537,544,660,NULL,0
willine01,1878,1890,1159,64,667,1,38,5,7,NULL,0
willite01,1939,1960,2654,521,1839,0,3,0,1,39,1
willivi01,1898,1910,248,1,84,471,3621,1212,1651,1,1
williwo02,1993,2007,105,4,43,330,2217,711,1480,NULL,0
willsma01,1959,1972,2134,20,458,NULL,NULL,NULL,NULL,9,0
