playerID,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,class
grantge01,1922,1934,1508,105,712,NULL,NULL,NULL,NULL,NULL,0
grantmu01,1958,1971,135,6,65,293,2292,849,1267,2,0
greenha01,1930,1947,1628,331,1276,NULL,NULL,NULL,NULL,12,1
greenmi01,1985,1996,1400,130,726,NULL,NULL,NULL,NULL,2,0
greensh01,1993,2007,2003,328,1070,NULL,NULL,NULL,NULL,3,0
grichbo01,1970,1986,1833,224,864,NULL,NULL,NULL,NULL,8,0
griffcl01,1891,1914,321,8,166,372,3670,774,955,NULL,1
griffke01,1973,1991,2143,152,859,NULL,NULL,NULL,NULL,2,0
griffke02,1989,2010,2781,630,1836,NULL,NULL,NULL,NULL,29,1
grimebu01,1916,1934,380,2,168,497,4412,1295,1512,11,1
grimmch01,1916,1936,2299,79,1078,NULL,NULL,NULL,NULL,2,0
grimsro02,1971,1982,45,0,15,295,2105,559,750,NULL,0
grissma01,1946,1959,23,0,6,52,771,343,459,NULL,0
grissma02,1989,2005,2251,227,967,NULL,NULL,NULL,NULL,5,0
groatdi01,1952,1967,2138,39,707,NULL,NULL,NULL,NULL,5,0
grohhe01,1912,1927,1774,26,566,NULL,NULL,NULL,NULL,8,0
gromest01,1941,1957,124,0,40,225,1940,630,904,1,0
grossgr01,1973,1989,1073,7,308,0,4,2,3,NULL,0
groteje01,1963,1981,1092,39,404,NULL,NULL,NULL,NULL,NULL,0
grovele01,1925,1941,202,15,121,457,3849,1187,2266,26,1
groveor01,1940,1949,48,1,19,152,1237,444,374,NULL,0
grudzma01,1995,2010,2040,90,640,NULL,NULL,NULL,NULL,1,0
guarded01,1993,2009,0,0,0,25,894,348,798,NULL,0
guerrpe01,1978,1992,1618,215,898,NULL,NULL,NULL,NULL,4,0
guerrvl01,1996,2011,2590,449,1496,NULL,NULL,NULL,NULL,15,0
guidrro01,1975,1988,0,0,0,323,2198,633,1778,13,0
guillca01,1998,2011,1331,124,660,NULL,NULL,NULL,NULL,NULL,0
guilloz01,1985,2000,1764,28,619,NULL,NULL,NULL,NULL,2,0
gullibi01,1979,1994,81,3,27,390,2659,622,1279,NULL,0
gurala01,1970,1985,3,0,1,261,2020,600,801,NULL,0
gustifr01,1939,1950,1214,38,480,NULL,NULL,NULL,NULL,NULL,0
gwynnto01,1982,2001,3141,135,1138,NULL,NULL,NULL,NULL,21,1
haasmu01,1925,1938,1257,43,496,NULL,NULL,NULL,NULL,NULL,0
hackst01,1932,1947,2193,57,642,NULL,NULL,NULL,NULL,6,0
haddiha01,1952,1965,169,4,64,285,2154,601,1575,3,0
hafeych01,1924,1937,1466,164,833,NULL,NULL,NULL,NULL,4,1
hahnno01,1899,1906,129,2,52,231,1916,381,917,NULL,0
haineje01,1918,1937,209,3,79,388,3460,871,981,2,1
hallabi01,1925,1938,90,2,32,224,1838,779,856,2,0
hamilbi01,1888,1901,2158,40,736,NULL,NULL,NULL,NULL,NULL,1
hamptmi01,1993,2010,178,16,79,355,2370,901,1387,9,0
handsbi01,1965,1975,37,0,19,260,1895,492,1128,NULL,0
hardeme01,1928,1947,199,4,93,433,3706,1118,1160,2,0
hargrbu01,1913,1930,786,29,376,NULL,NULL,NULL,NULL,NULL,0
hargrmi01,1974,1985,1614,80,686,NULL,NULL,NULL,NULL,1,0
harpeto01,1962,1976,1609,146,567,NULL,NULL,NULL,NULL,NULL,0
harrato01,1969,1986,1954,195,918,NULL,NULL,NULL,NULL,1,0
harrebu01,1965,1980,1120,7,267,NULL,NULL,NULL,NULL,2,0
harribu01,1919,1931,1297,9,506,NULL,NULL,NULL,NULL,NULL,0
harrile01,1988,2005,1055,37,369,0,0,0,1,NULL,0
hartnga01,1922,1941,1912,236,1179,NULL,NULL,NULL,NULL,16,1
hattogr01,1946,1960,1068,91,533,NULL,NULL,NULL,NULL,NULL,0
hearnji01,1947,1959,77,9,36,229,1661,655,669,NULL,0
hebneri01,1968,1985,1694,203,890,NULL,NULL,NULL,NULL,NULL,0
heganji01,1941,1960,1087,92,525,NULL,NULL,NULL,NULL,NULL,0
heilmha01,1914,1932,2660,183,1539,NULL,NULL,NULL,NULL,2,1
helmsto01,1964,1977,1342,34,477,NULL,NULL,NULL,NULL,4,0
hemusso01,1949,1959,736,51,263,NULL,NULL,NULL,NULL,NULL,0
hendeda01,1981,1994,1324,197,708,NULL,NULL,NULL,NULL,NULL,0
henderi01,1979,2003,3055,297,1115,NULL,NULL,NULL,NULL,9,1
hendrge01,1971,1988,1980,267,1111,NULL,NULL,NULL,NULL,4,0
henketo01,1982,1995,0,0,0,0,607,255,861,1,0
hennemi01,1987,1996,0,0,0,0,686,271,533,NULL,0
henrito01,1937,1950,1297,183,795,NULL,NULL,NULL,NULL,5,0
hentgpa01,1991,2004,9,0,0,306,2111,775,1290,3,0
hermaba01,1926,1945,1818,181,997,NULL,NULL,NULL,NULL,NULL,0
hermabi01,1931,1947,2345,47,839,NULL,NULL,NULL,NULL,9,1
hernake01,1974,1990,2182,162,1071,NULL,NULL,NULL,NULL,20,0
hernaro01,1991,2007,1,0,0,3,1002,462,945,NULL,0
hernawi01,1977,1989,13,0,3,11,952,349,788,4,0
hershor01,1983,2000,163,0,50,466,2939,1007,2014,10,0
herzobu01,1908,1920,1370,20,445,NULL,NULL,NULL,NULL,2,0
hickmji02,1962,1974,1002,159,560,0,2,0,0,NULL,0
higgibo02,1995,2005,1336,187,709,NULL,NULL,NULL,NULL,NULL,0
higgipi01,1930,1946,1941,140,1075,NULL,NULL,NULL,NULL,5,0
hillejo01,1965,1980,11,0,4,43,1040,535,1036,2,0
hillpe99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
hinchbi01,1905,1920,793,20,369,NULL,NULL,NULL,NULL,NULL,0
hislela01,1968,1982,1146,166,674,NULL,NULL,NULL,NULL,2,0
hodgegi01,1943,1963,1921,370,1274,NULL,NULL,NULL,NULL,5,0
hoernjo01,1963,1977,6,1,3,0,519,181,412,NULL,0
hoffmtr01,1993,2010,4,0,5,0,846,307,1133,8,0
holmeto01,1942,1952,1507,88,581,NULL,NULL,NULL,NULL,4,0
holtzke01,1965,1979,99,2,34,410,2787,910,1601,1,0
honeyri01,1977,1997,24,0,9,268,2183,657,1038,NULL,0
hoopeha01,1909,1925,2466,75,817,0,2,1,0,1,1
hootobu01,1971,1985,92,4,49,377,2497,799,1491,1,0
hornebo01,1978,1988,1047,218,685,NULL,NULL,NULL,NULL,1,0
hornsro01,1915,1937,2930,301,1584,NULL,NULL,NULL,NULL,27,1
hortowi01,1963,1980,1993,325,1163,NULL,NULL,NULL,NULL,2,0
houghch01,1970,1994,33,1,13,440,3283,1665,2362,NULL,0
houttar01,1945,1957,99,2,37,181,1646,516,639,1,0
howarel01,1955,1968,1471,167,762,NULL,NULL,NULL,NULL,7,0
howarfr01,1958,1973,1774,382,1119,NULL,NULL,NULL,NULL,4,0
howear01,1974,1985,682,43,293,NULL,NULL,NULL,NULL,NULL,0
howelro02,1974,1984,991,80,454,NULL,NULL,NULL,NULL,NULL,0
hoytwa01,1918,1938,255,0,100,423,4037,1003,1206,3,1
hraboal01,1970,1982,8,0,6,1,619,315,548,1,0
hrbekke01,1981,1994,1749,293,1086,NULL,NULL,NULL,NULL,1,0
hubbeca01,1928,1943,246,4,101,431,3461,725,1677,22,1
huggimi01,1904,1916,1474,9,318,NULL,NULL,NULL,NULL,NULL,0
hundlra01,1964,1977,813,82,381,NULL,NULL,NULL,NULL,1,0
hunteca01,1965,1979,149,6,51,476,2958,954,2012,3,1
huntro01,1963,1974,1429,39,370,NULL,NULL,NULL,NULL,1,0
hurstbr01,1980,1994,31,0,8,359,2463,740,1689,NULL,0
hutchfr01,1939,1953,171,4,83,169,1487,388,591,NULL,0
irvinmo01,1949,1956,731,99,443,NULL,NULL,NULL,NULL,NULL,1
irwinch01,1893,1902,981,16,488,NULL,NULL,NULL,NULL,NULL,0
jacksda02,1983,1997,54,0,28,324,2110,816,1225,2,0
jacksgr01,1965,1982,32,2,17,83,1272,511,889,NULL,0
jacksjo01,1908,1920,1772,54,785,NULL,NULL,NULL,NULL,11,0
jacksmi02,1986,2004,5,0,1,7,983,464,1006,NULL,0
jacksre01,1967,1987,2584,563,1702,NULL,NULL,NULL,NULL,13,1
jacksso01,1963,1974,767,7,162,NULL,NULL,NULL,NULL,NULL,0
jackstr01,1922,1936,1768,135,929,NULL,NULL,NULL,NULL,12,1
jeffegr01,1987,2000,1593,126,663,NULL,NULL,NULL,NULL,NULL,0
jenkife01,1965,1983,148,13,85,594,4142,997,3192,5,1
jennihu01,1891,1918,1527,18,840,NULL,NULL,NULL,NULL,NULL,1
jenseja01,1950,1961,1463,199,929,NULL,NULL,NULL,NULL,3,0
johnsal01,1964,1976,1331,78,525,NULL,NULL,NULL,NULL,NULL,0
johnsbo01,1933,1945,2051,288,1283,NULL,NULL,NULL,NULL,1,0
johnsch04,1994,2005,940,167,570,NULL,NULL,NULL,NULL,4,0
johnsda02,1965,1978,1252,136,609,NULL,NULL,NULL,NULL,5,0
johnsde01,1960,1976,1447,245,923,NULL,NULL,NULL,NULL,1,0
johnsho01,1982,1995,1229,228,760,NULL,NULL,NULL,NULL,3,0
johnsju99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
johnsra05,1988,2009,78,1,40,603,3346,1497,4875,13,1
johnswa01,1907,1927,547,24,255,666,4913,1363,3509,33,1
johnto01,1963,1989,141,5,54,700,4783,1259,2245,3,0
jonescl01,1963,1976,1196,93,524,NULL,NULL,NULL,NULL,1,0
jonesdo01,1982,2000,1,0,0,4,1155,247,909,1,0
jonesfi01,1896,1915,1920,21,631,NULL,NULL,NULL,NULL,NULL,0
jonesja05,2003,2003,23,3,11,NULL,NULL,NULL,NULL,NULL,0
jonesra01,1973,1982,79,0,20,285,1915,503,735,4,0
jonessa01,1914,1935,245,6,99,487,4084,1396,1223,NULL,0
jonesto02,1993,2008,4,0,0,1,1072,443,868,2,0
jordabr01,1992,2006,1454,184,821,NULL,NULL,NULL,NULL,NULL,0
jordati01,1901,1910,474,32,232,NULL,NULL,NULL,NULL,NULL,0
jorgemi01,1968,1985,833,95,426,NULL,NULL,NULL,NULL,1,0
jossad01,1902,1910,118,1,51,260,1888,364,920,1,1
joynewa01,1986,2001,2060,204,1106,NULL,NULL,NULL,NULL,NULL,0
judgejo01,1915,1934,2352,71,1034,NULL,NULL,NULL,NULL,1,0
jurgebi01,1931,1947,1613,43,656,NULL,NULL,NULL,NULL,1,0
justida01,1989,2002,1571,305,1017,NULL,NULL,NULL,NULL,6,0
kaatji01,1959,1983,232,16,106,625,4620,1083,2461,19,0
kalinal01,1953,1974,3007,399,1583,NULL,NULL,NULL,NULL,20,1
kammwi01,1923,1935,1643,29,826,NULL,NULL,NULL,NULL,4,0
karroer01,1991,2004,1724,284,1027,NULL,NULL,NULL,NULL,3,0
keefeti01,1880,1893,390,12,134,594,4439,1220,2562,1,1
keelewi01,1892,1910,2932,33,810,NULL,NULL,NULL,NULL,NULL,1
kellech01,1939,1952,1085,189,760,NULL,NULL,NULL,NULL,3,0
kellejo01,1891,1908,2220,65,1194,NULL,NULL,NULL,NULL,NULL,1
kellge01,1943,1957,2054,78,870,NULL,NULL,NULL,NULL,13,1
kellyge01,1915,1932,1778,148,1020,0,4,1,2,5,1
kellyki01,1878,1893,1813,69,950,0,63,30,4,NULL,1
keltnke01,1937,1950,1570,163,852,NULL,NULL,NULL,NULL,3,0
kendaja01,1996,2010,2195,75,744,NULL,NULL,NULL,NULL,NULL,0
kennejo03,1962,1974,475,32,185,NULL,NULL,NULL,NULL,NULL,0
kennete02,1978,1991,1313,113,628,NULL,NULL,NULL,NULL,1,0
kentje01,1992,2008,2461,377,1518,NULL,NULL,NULL,NULL,8,0
kerrdi01,1919,1925,60,0,21,84,876,250,235,NULL,0
kessido01,1964,1979,1931,14,527,NULL,NULL,NULL,NULL,6,0
keyji01,1984,1998,0,0,0,389,2518,668,1538,5,0
kileda01,1991,2002,87,2,40,331,2135,918,1668,NULL,0
killebi01,1909,1921,751,4,240,NULL,NULL,NULL,NULL,4,0
killeha01,1954,1975,2086,573,1584,NULL,NULL,NULL,NULL,8,1
kilroma01,1886,1898,236,1,103,292,2445,754,1170,NULL,0
kindeel01,1946,1957,63,1,33,122,1421,539,749,2,0
kinerra01,1946,1955,1451,369,1015,NULL,NULL,NULL,NULL,10,1
kingmda01,1971,1986,1575,442,1210,0,3,6,4,2,0
kisonbr01,1971,1985,66,3,31,246,1693,662,1073,NULL,0
kleinch01,1928,1944,2076,300,1201,NULL,NULL,NULL,NULL,11,1
kleskry01,1992,2007,1564,278,987,NULL,NULL,NULL,NULL,NULL,0
klingjo01,1900,1913,1151,20,513,NULL,NULL,NULL,NULL,4,0
kluszte01,1947,1961,1766,279,1028,NULL,NULL,NULL,NULL,3,0
knabeot01,1905,1916,1103,8,365,NULL,NULL,NULL,NULL,NULL,0
kneppbo01,1976,1990,115,6,59,413,2737,857,1473,NULL,0
knighra01,1974,1988,1311,84,595,NULL,NULL,NULL,NULL,3,0
knoblch01,1991,2002,1839,98,615,NULL,NULL,NULL,NULL,6,0
knowlda01,1965,1980,15,0,11,8,1006,480,681,NULL,0
koosmje01,1967,1985,109,2,46,527,3635,1198,2556,NULL,0
koscoan01,1965,1974,464,73,267,NULL,NULL,NULL,NULL,NULL,0
koufasa01,1955,1966,75,2,28,314,1754,817,2396,22,1
kraneed01,1962,1979,1418,118,614,NULL,NULL,NULL,NULL,NULL,0
krausle02,1961,1974,47,6,24,167,1205,493,721,NULL,0
kremera01,1924,1933,122,5,69,247,2108,483,516,3,0
kressre01,1927,1946,1454,89,799,0,13,6,6,1,0
krukjo01,1986,1995,1170,100,592,NULL,NULL,NULL,NULL,NULL,0
krukomi01,1976,1989,139,5,54,355,2188,767,1478,NULL,0
kuennha01,1952,1966,2092,87,671,NULL,NULL,NULL,NULL,2,0
kuheljo01,1930,1947,2212,131,1049,NULL,NULL,NULL,NULL,NULL,0
kuzavbo01,1946,1957,22,1,10,99,849,415,446,NULL,0
lajoina01,1896,1916,3242,83,1599,NULL,NULL,NULL,NULL,5,1
langebi01,1893,1899,1055,39,578,NULL,NULL,NULL,NULL,NULL,0
langsma01,1984,1999,14,0,5,428,2723,1289,2464,7,0
lanieha01,1964,1973,843,8,273,NULL,NULL,NULL,NULL,NULL,0
lankfra01,1990,2004,1561,238,874,NULL,NULL,NULL,NULL,NULL,0
lansfca01,1978,1992,2074,151,874,NULL,NULL,NULL,NULL,3,0
larkiba01,1986,2004,2340,198,960,NULL,NULL,NULL,NULL,24,1
larsedo01,1953,1967,144,14,72,171,1442,725,849,2,0
lathaar01,1880,1909,1833,27,563,NULL,NULL,NULL,NULL,NULL,0
lavagco01,1934,1947,945,40,486,NULL,NULL,NULL,NULL,1,0
lawve01,1950,1967,191,11,90,364,2833,597,1092,4,0
lazzeto01,1926,1939,1840,178,1191,NULL,NULL,NULL,NULL,4,1
leachfr01,1923,1932,1147,72,509,NULL,NULL,NULL,NULL,NULL,0
leachto01,1898,1918,2143,63,810,NULL,NULL,NULL,NULL,3,0
leebi03,1969,1982,41,2,10,225,2122,531,713,NULL,0
leede02,1997,2011,1959,331,1078,NULL,NULL,NULL,NULL,4,0
leevesa01,1898,1910,183,2,78,299,2449,587,847,NULL,0
leibrch01,1979,1993,32,0,14,346,2390,656,1121,NULL,0
leiteal01,1987,2005,45,0,16,382,2152,1163,1974,3,0
lemonbo01,1941,1958,274,37,147,350,2559,1251,1277,9,1
lemonch01,1975,1990,1875,215,884,NULL,NULL,NULL,NULL,NULL,0
leonabu99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
leonade01,1974,1986,0,0,0,302,2137,622,1323,1,0
leonadu02,1933,1953,177,0,69,374,3304,737,1170,2,0
leonaje01,1977,1990,1342,144,723,NULL,NULL,NULL,NULL,1,0
lewisdu01,1910,1921,1518,38,793,0,3,0,1,NULL,0
lindsfr01,1924,1936,1747,103,779,NULL,NULL,NULL,NULL,4,1
linzyfr01,1963,1974,18,1,3,2,790,282,358,NULL,0
lloydpo99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
loberha01,1903,1917,1252,32,482,NULL,NULL,NULL,NULL,2,0
lockebo01,1959,1968,25,1,12,23,432,165,194,NULL,0
lockmwh01,1945,1960,1658,114,563,NULL,NULL,NULL,NULL,NULL,0
loducpa01,1998,2008,1112,80,481,NULL,NULL,NULL,NULL,1,0
loftoke01,1991,2007,2428,130,781,NULL,NULL,NULL,NULL,4,0
lolicmi01,1963,1979,90,0,31,496,3366,1099,2832,2,0
lombaer01,1931,1947,1792,190,990,NULL,NULL,NULL,NULL,4,1
lonboji01,1965,1979,105,3,43,368,2400,823,1475,3,0
longhe01,1889,1904,2127,91,1055,NULL,NULL,NULL,NULL,NULL,0
lopated01,1944,1955,187,5,77,318,2464,650,859,NULL,0
lopesda01,1972,1987,1671,155,614,NULL,NULL,NULL,NULL,3,0
lopezal01,1928,1947,1547,51,652,NULL,NULL,NULL,NULL,3,0
lopezja01,1992,2006,1527,260,864,NULL,NULL,NULL,NULL,3,0
lowebo01,1890,1907,1929,71,984,0,3,1,0,NULL,0
lowelmi01,1998,2010,1619,223,952,NULL,NULL,NULL,NULL,3,0
lowenjo01,1970,1985,881,116,441,NULL,NULL,NULL,NULL,NULL,0
lucasre01,1923,1938,404,3,190,301,2736,455,602,2,0
luquedo01,1914,1935,237,5,90,365,3231,918,1130,2,0
luzingr01,1970,1984,1795,307,1128,NULL,NULL,NULL,NULL,4,0
lylesp01,1967,1982,15,0,4,0,1292,481,873,2,0
lynnfr01,1974,1990,1960,306,1111,NULL,NULL,NULL,NULL,12,0
lyonste01,1923,1946,364,5,149,484,4489,1121,1073,8,1
mackco01,1886,1896,659,5,265,NULL,NULL,NULL,NULL,NULL,0
mackebi99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
maddoga01,1972,1986,1802,117,754,NULL,NULL,NULL,NULL,9,0
maddugr01,1986,2008,272,5,84,740,4726,999,3371,31,1
madlobi01,1973,1987,2008,163,860,NULL,NULL,NULL,NULL,2,0
mageesh01,1904,1919,2169,83,1176,NULL,NULL,NULL,NULL,4,0
maglisa01,1945,1958,76,2,29,232,1591,562,862,1,0
malonji01,1960,1971,126,7,53,262,1518,810,1605,NULL,0
mancugu01,1928,1945,1194,53,543,NULL,NULL,NULL,NULL,NULL,0
mantlmi01,1951,1968,2415,536,1509,NULL,NULL,NULL,NULL,15,1
manushe01,1923,1939,2524,110,1183,NULL,NULL,NULL,NULL,5,1
maranra01,1912,1935,2605,28,884,NULL,NULL,NULL,NULL,7,1
marbefi01,1923,1936,128,1,65,187,2049,686,822,NULL,0
maricju01,1960,1975,202,4,75,457,3153,709,2303,5,1
marioma01,1940,1953,1448,36,624,NULL,NULL,NULL,NULL,12,0
marisro01,1957,1968,1325,275,851,NULL,NULL,NULL,NULL,8,0
marquru01,1908,1925,198,1,64,403,3233,858,1593,1,1
marshmi01,1967,1981,35,1,16,24,1281,514,880,5,0
martibi02,1950,1961,877,64,333,NULL,NULL,NULL,NULL,1,0
martide01,1976,1998,74,0,33,562,3897,1165,2149,NULL,0
martied01,1987,2004,2247,309,1261,NULL,NULL,NULL,NULL,10,0
martimo01,1949,1959,28,0,7,42,607,249,245,NULL,0
martipe01,1928,1944,1227,59,501,0,2,2,0,3,0
martipe02,1992,2009,43,0,18,409,2221,760,3154,12,1
martiti02,1990,2005,1925,339,1271,NULL,NULL,NULL,NULL,2,0
mathech01,1900,1916,362,7,165,551,4218,844,2502,15,1
matheed01,1952,1968,2315,512,1453,NULL,NULL,NULL,NULL,4,1
matlajo01,1971,1983,57,0,23,318,2276,638,1516,2,0
matthga01,1972,1987,2011,234,978,NULL,NULL,NULL,NULL,2,0
mattido01,1982,1995,2153,222,1099,NULL,NULL,NULL,NULL,22,0
maxvida01,1962,1975,748,6,252,NULL,NULL,NULL,NULL,1,0
maybejo01,1968,1982,1379,255,879,NULL,NULL,NULL,NULL,2,0
mayca01,1968,1977,1127,90,536,NULL,NULL,NULL,NULL,NULL,0
mayje01,1964,1973,357,15,130,NULL,NULL,NULL,NULL,NULL,0
mayle01,1965,1982,2031,354,1244,NULL,NULL,NULL,NULL,1,0
mayru01,1965,1983,42,0,14,360,2314,958,1760,NULL,0
maysca01,1915,1929,291,5,110,325,2912,734,862,3,0
mayswi01,1951,1973,3283,660,1903,NULL,NULL,NULL,NULL,32,1
mazerbi01,1956,1972,2016,138,853,NULL,NULL,NULL,NULL,13,1
mcaleji01,1889,1907,1007,12,469,0,2,3,0,NULL,0
mcauldi01,1960,1975,1530,197,697,NULL,NULL,NULL,NULL,NULL,0
mcbriba01,1973,1983,1153,63,430,NULL,NULL,NULL,NULL,1,0
mccarti01,1959,1980,1501,97,645,NULL,NULL,NULL,NULL,1,0
mccarto01,1884,1896,1496,44,735,6,83,26,21,NULL,1
mccorfr01,1934,1948,1711,128,951,NULL,NULL,NULL,NULL,6,0
mccovwi01,1959,1980,2211,521,1555,NULL,NULL,NULL,NULL,10,1
mcdanli01,1955,1975,56,3,17,74,2099,623,1361,2,0
mcdougi01,1951,1960,1291,112,576,NULL,NULL,NULL,NULL,3,0
mcdowja01,1987,1999,0,0,0,275,1854,606,1311,4,0
mcdowsa01,1961,1975,119,2,36,346,1948,1312,2453,2,0
mcgeewi01,1982,1999,2254,79,856,NULL,NULL,NULL,NULL,7,0
mcginjo01,1899,1908,251,0,90,381,3276,812,1068,NULL,1
mcgloly01,1972,1982,79,0,25,201,1553,572,939,NULL,0
mcgrajo01,1891,1907,1309,13,462,NULL,NULL,NULL,NULL,NULL,0
mcgratu01,1965,1984,39,1,18,39,1318,582,1109,1,0
mcgresc01,1976,1988,0,0,0,309,2245,518,904,NULL,0
mcgrifr01,1986,2004,2490,493,1550,NULL,NULL,NULL,NULL,7,0
mcgwima01,1986,2001,1626,583,1414,NULL,NULL,NULL,NULL,9,0
mcinnst01,1909,1927,2405,20,1063,NULL,NULL,NULL,NULL,5,0
mckecbi01,1907,1920,713,8,240,NULL,NULL,NULL,NULL,NULL,0
mclaide01,1963,1972,82,1,31,264,1646,548,1282,8,0
mcleala01,1901,1915,694,6,298,NULL,NULL,NULL,NULL,NULL,0
mcmahdo02,1957,1974,23,0,9,2,1054,579,1003,NULL,0
mcmanma01,1920,1934,1926,120,999,NULL,NULL,NULL,NULL,NULL,0
mcmilro01,1951,1966,1639,68,594,NULL,NULL,NULL,NULL,3,0
mcmulke01,1962,1977,1273,156,606,NULL,NULL,NULL,NULL,NULL,0
mcnalda01,1962,1975,97,9,43,396,2488,826,1512,1,0
mcphebi01,1882,1899,2250,53,1067,NULL,NULL,NULL,NULL,NULL,1
mcraeha01,1968,1987,2091,191,1097,NULL,NULL,NULL,NULL,4,0
mcveyca01,1871,1879,869,11,448,19,235,16,49,NULL,0
meadole01,1915,1929,201,5,75,406,3280,956,1063,NULL,0
medicdo01,1972,1982,5,0,1,287,2036,624,955,NULL,0
medwijo01,1932,1948,2471,205,1383,NULL,NULL,NULL,NULL,22,1
meltobi01,1968,1977,1004,160,591,NULL,NULL,NULL,NULL,NULL,0
mendejo99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
menkede01,1962,1974,1270,101,606,NULL,NULL,NULL,NULL,NULL,0
mesajo01,1987,2007,0,0,0,95,1629,651,1038,2,0
messean01,1968,1979,124,5,54,295,1719,831,1625,3,0
meusebo01,1920,1930,1693,156,1068,NULL,NULL,NULL,NULL,NULL,0
miksied01,1944,1958,722,44,228,NULL,NULL,NULL,NULL,NULL,0
milancl01,1907,1922,2100,17,617,NULL,NULL,NULL,NULL,NULL,0
millafe01,1966,1977,1617,22,403,NULL,NULL,NULL,NULL,2,0
millebi02,1921,1936,1934,116,992,NULL,NULL,NULL,NULL,NULL,0
millebo04,1957,1974,33,0,8,99,1487,608,895,NULL,0
milledo02,1909,1921,1526,32,715,NULL,NULL,NULL,NULL,NULL,0
milleha01,1916,1925,387,38,205,NULL,NULL,NULL,NULL,NULL,0
milleno01,1965,1974,325,24,159,NULL,NULL,NULL,NULL,NULL,0
milnejo01,1971,1982,855,131,498,NULL,NULL,NULL,NULL,NULL,0
minosmi01,1949,1980,1963,186,1023,NULL,NULL,NULL,NULL,5,0
mitchke01,1984,1998,1173,234,760,NULL,NULL,NULL,NULL,5,0
mizejo01,1936,1953,2011,359,1337,NULL,NULL,NULL,NULL,13,1
molitpa01,1978,1998,3319,234,1307,NULL,NULL,NULL,NULL,13,1
mondari01,1966,1984,1619,241,775,NULL,NULL,NULL,NULL,NULL,0
mondera01,1993,2005,1589,271,860,NULL,NULL,NULL,NULL,3,0
moneydo01,1968,1983,1623,176,729,NULL,NULL,NULL,NULL,NULL,0
montawi01,1966,1982,1604,139,802,NULL,NULL,NULL,NULL,1,0
montgje01,1987,1999,0,0,0,1,785,296,733,2,0
moonwa01,1954,1965,1399,142,661,NULL,NULL,NULL,NULL,2,0
moorejo02,1930,1941,1615,79,513,NULL,NULL,NULL,NULL,1,0
moorete01,1935,1948,1318,80,513,0,0,0,1,NULL,0
moraljo01,1973,1984,375,26,207,NULL,NULL,NULL,NULL,NULL,0
morame01,1999,2011,1503,171,754,NULL,NULL,NULL,NULL,2,0
moranpa01,1901,1914,618,18,262,NULL,NULL,NULL,NULL,NULL,0
morgajo02,1963,1984,2517,268,1133,NULL,NULL,NULL,NULL,17,1
morriha02,1988,2000,1216,76,513,NULL,NULL,NULL,NULL,NULL,0
morrija02,1977,1994,0,0,0,527,3567,1390,2478,5,0
moseswa01,1935,1951,2138,89,679,NULL,NULL,NULL,NULL,2,0
mostijo01,1918,1929,1054,23,376,NULL,NULL,NULL,NULL,3,0
motama01,1962,1982,1149,31,438,NULL,NULL,NULL,NULL,NULL,0
muellbi02,1996,2006,1229,85,493,NULL,NULL,NULL,NULL,2,0
mulcahu01,1935,1947,64,0,21,143,1271,487,314,NULL,0
mulhote01,1986,2006,69,2,23,332,2833,681,1325,NULL,0
mungova01,1931,1945,174,0,74,259,1957,868,1242,NULL,0
munsoth01,1969,1979,1558,113,701,NULL,NULL,NULL,NULL,10,0
murcebo01,1965,1983,1862,252,1043,NULL,NULL,NULL,NULL,4,0
murphda02,1900,1915,1563,44,702,NULL,NULL,NULL,NULL,NULL,0
murphda05,1976,1993,2111,398,1266,NULL,NULL,NULL,NULL,19,0
murraed02,1977,1997,3255,504,1917,NULL,NULL,NULL,NULL,9,1
murrare01,1906,1917,1170,37,579,NULL,NULL,NULL,NULL,NULL,0
murreiv01,1963,1974,308,33,123,NULL,NULL,NULL,NULL,NULL,0
musiast01,1941,1963,3630,475,1951,0,0,0,0,34,1
mussimi01,1991,2008,9,0,5,536,3460,785,2813,8,0
myerbu01,1925,1941,2131,38,850,NULL,NULL,NULL,NULL,NULL,0
myersra01,1985,1998,11,0,7,12,758,396,884,5,0
nehfar01,1915,1929,192,8,76,319,2715,640,844,1,0
nenro01,1993,2002,1,0,0,4,607,260,793,1,0
nettlgr01,1967,1988,2225,390,1314,NULL,NULL,NULL,NULL,6,0
nevinph01,1995,2006,1131,208,743,NULL,NULL,NULL,NULL,NULL,0
newcodo01,1949,1960,238,15,108,294,2102,490,1129,7,0
newhoha01,1939,1955,201,2,81,374,2674,1249,1796,19,1
newsobo01,1929,1953,253,1,102,483,3769,1732,2082,3,0
nichobi01,1936,1953,1484,235,948,NULL,NULL,NULL,NULL,7,0
nichoki01,1890,1906,471,16,278,561,4912,1268,1868,NULL,1
